clean_text,category,predicted
india has destroyed live satellite low earth orbit india narendra modi,positive,negative
did you also ask him about the 8020 gold import relaxation rule done favour nirav modi,neutral,neutral
central govt given money state govt plus schemes upar modi govt hain just and see amethi wahan kya ukhaada congress ,neutral,neutral
have started shooting their own shadows under modi spell  ,positive,neutral
modi’ utter disdain and sheer contempt for the poor well known modiji opposed congressupa’ food security act and diluted modiji weakened forest rights act pesa and deprived crores adivasis forest pattas ,negative,negative
"strange logic slaves surgical strike done army did space strike done scientists did raids happen modi did not department
",negative,neutral
these punks whom nobody knows are filmmakers and god next joke please you never learn your lesson right you guys will ensure modi crosses 400 good work guys and gals,positive,negative
only good thing after modi win that you are maturing keep and surround with more intelligent people like rajan,positive,positive
wonder why the godi media doesn’ ask modi the tough questions ,negative,neutral
’ already seen halfadozen solid critiques twitter rahul gandhi’ goofy income guarantee scheme that’ great but something tells that modi makes exactly the same promise tomorrow these critics will immediately hail “masterstroke” “gamechanger,positive,negative
claimedjust like claimed 250 terrorist died ss2 tadipaar criminal hai fake news peddler iski baat aur modi bakwass kya value hai pliable,negative,negative
why you always criticize modi please talk about his achievements cricket atleast you even remember that won the 1983 world cup for please speak about this ,neutral,neutral
bjp must win modi the best,positive,positive
terror camps have become schools one month and you are asking what modi has done ,neutral,negative
modi sir the best for our india instead that one can improve our nation ,positive,positive
why distribution the name modi ,neutral,neutral
she supporting thugs india how’ imandariwelcome congress thugbundhanbut only abki baar fir modi sarkar,positive,negative
are still waiting for lakhs promised modi after getting 15lakhs will think about thousands congress tab tak keliye modi nehin chodenge,neutral,neutral
once again proved today that modi the most decisive leader the country since independence,positive,positive
modi may invent wheel and fire the next few weeks civilization started with him mohammad shahid,negative,neutral
that was congress era fact modi using against congress why are you concerned about our elections modi bad for india then its good for you wins right ,positive,negative
modi was wrong distributing per annum and rahul promising per month worried about tax paid monies being misused for dole,negative,negative
also want join the trend could somebody tell how thanks  ,positive,neutral
maybe the paan vala who mixed that special ingredient,positive,neutral
said had what had see glory being sot down and captured situation which was entirely avoidable hold modi responsible for this fiasco instead trying find some nonexistent glory this sordid affair,positive,negative
still can not believe you are prasing modi how,neutral,negative
modi thanks all those channels who promoted modi 2014  ,positive,positive
"shri bharatsinh dabhi candidate patan gujarat parliamentary constituency fir baar modi sarkar fir bar bjp
congratulations  ",neutral,positive
"she told nation first party next last but her supporters are hellbent first party next nation last
press nota passive antimodi vote please never crib later about any devastating antihindu assaults and scams ragas kichdi sarkar",negative,neutral
hahaaaa right thy said wnt modi again bcz the prson who will make suprpwr india soon rockstar modi ,positive,positive
modis insults women india ,neutral,negative
and the joining control regimes like wassaner australia group mtcr rather would look all diplomatic victory the govt india with modi the conduit lets not forget quad eager see how blooms into the future,neutral,neutral
ask modi govt where are the jobs ,neutral,neutral
congress stopping drdo from developing antisatellite weapons unveiling true then modi should also credited for ,positive,neutral
drrai filed affidavit the high court alleged that chief minister had asked him stop the campaign against vyapam scam and dmat scam return his transfer orders will cancelled bcz this developed enmity against ,positive,neutral
congratulations its big achievement for indiawe should keep growing like this ,neutral,positive
modi not neta abhineta,neutral,neutral
"rahul gandhis promise game changer while modis announcement violation model code conduct
slow claps for anchor ",negative,negative
direct deposit possible now due jan dhan aadhar thanks modi papa time bhejo paisa milta tha ,positive,positive
anyone smart enough sign their death warrants let alone imran khan what about babri mosque modi smart enough sign his death warrant for rebuilding babri mosque instead ram temple,positive,neutral
wrong not pointing party believe good thing and bad thing toh muje koyi farak nahi padte modi rahul ,negative,negative
"assam now positioned strongly indias map with indias longest railcumroad bridge
bogibeel the state well its path development under modis dynamic leadership
",positive,neutral
was great meeting indore modi gang over dinner thanks lot for lovely food bhaiya and drinks nice meeting you sir ,positive,positive
jai hind power,neutral,positive
sir have question what kind india are you looking forward when comes equal rights all indians irrespective their gender caste social status religion ,positive,neutral
"prime minister narendra modi address the nation between 1145 1200 noon today
meanwhile raga reactions
 ",neutral,neutral
the most nonsense leader rahul gandhi they can say modi namard says smriti irani very close modi than they have listen also and since congress stands with tukde gang and justifying that bharat barbadi slogan can say anyone they are sleeping anti national,positive,negative
thank you modi time resolve all issues including kashmir imran khan pms pakistan day message ,neutral,positive
you mean modishah saintso dont ask them anything otherwise they started crying ,negative,negative
dear you have forgotten blame punjab you are supposed accuse only yogimodi ,neutral,negative
haha pappu you are really pappuall your bluffs are already reality last years under and scheme people are well aware that shamelessly you have been making fun all these popular initiatives,positive,negative
believes giving poor whereas believes giving adani ambani nirav modi lalit modi and vijay mallya,negative,neutral
shashi tharoor this not narendra modi you are mocking but our air force,neutral,negative
how can scientists hard work more powerful than harvard modi works for hours day out which took hour every day design develop and test the missile ,positive,neutral
early april fool modi mitroooooo,positive,neutral
chutiya kaushal uri was shitty movie just earned 200 cuz modi government promoting something that dint even happen,neutral,negative
limitless drama opposition targets after mission shakti address ndtv news ,neutral,neutral
the aim make india one the asias super powerful nations the aim only defeat modi you are with modiyou are with indiaif not then you arent indian ,positive,positive
brilliant answers the young generation voters karnataka why modi should voted back again ,positive,positive
modi kickstart odisha campaign from places rahul gandhi has already addressed india today ,neutral,neutral
this the state modi haters last week may they will totally mad their country pakistan already bankrupt  ,negative,negative
are following modi good keep ,positive,positive
"youth will vote for modi all friends are youths
all will vote for modi",neutral,positive
this the real face this party now rampur will decide that they want this type leader they want leader like modi please request public rampur plzz dont vote this type partys those always insult the womans,positive,neutral
dear but your party president claiming gst gabbar singh tax and saying that indian economy doldrums because modi policies right ,positive,neutral
2018 gsat6a failed launch successfully after isro lost radio contact with the satellite liberals this failure modi 2019 india now 4th nation world hit low earth orbit satellite space liberals its coz nehru,negative,negative
madam you haven’ made video for couple days nasha chadh gya hai modi contesting from pakistan planning there post losing election india,neutral,neutral
modi weakened all propoor schemes rahul gandhi ,neutral,negative
modi campaign bihar from next week ,neutral,neutral
modi dictator can only the master stroke,neutral,neutral
these film makers enjoy money from dawood and other terrorists now with modi difficult these people are dangerous for society let remove these anti nationals and anti society film makers,negative,negative
the 2014 election the issues were corruption inflation terrorism etc but now 2019 the issues are modi hatao bjp hato mahagathbandhan modi wears expensive clothes etc can clearly see the difference that has come about the last years ,negative,neutral
person has have character have shame character shame that narendra modi for you,neutral,negative
this program was started decades ago not modis achievment,neutral,negative
vote for modi always,neutral,positive
should vote modi for make india 164 lakh crore investment committments lakh crore investment inquiries usd fdi sectors covered positions jump world banks doing business report dbr ,neutral,positive
"modis achievements
⛔️ highest unemployment 45yrs @ ⛔️ jobs loss 2018 alone
⛔️ indians lost jobs @ 27000 jobsday
⛔️ male workforce shrunk ⛔️ rural women fell out the job market the last six years ",neutral,negative
the truth nehru makes modi look petty minded crass can’ think thing that modi has done over the last years that made feel proud indian,positive,negative
modi need your permission when broadcast when notspare please are happy himself declare india status world you will never happy anytime,positive,negative
say something ,neutral,neutral
independence day will have narendra modi modi replace will smith ,neutral,neutral
looks like too thrilled with modis theatrics ,positive,negative
modi’ years report card ,neutral,neutral
announced test 1974 who announced captrakesh sharma space who announced the launch agni who announced nuclear test whats wrong with announcing ,negative,negative
with expelling yogendra bhushan vishwas every1 who supported him bad days but modi still keeping all challengers still bjp there word calld democracy harmony coexistence kejrus dictionary ,negative,neutral
also for modi ,neutral,neutral
when modi lost his popularity what will gain ,neutral,neutral
modi you are hilarious ,positive,positive
modi has created emergencylike situations former bjp leader yashwan via ,neutral,neutral
"really they killed our soldiers and bombed some site nobody supported india internationally top that modi wishing pakistan day you call this strong response diplomacy failure called blind support called culture
what shame",positive,negative
sambit gas cylinder house your father modi says everyday gave each poor house,negative,neutral
why india ripe for massive civil war ,neutral,negative
dear modi niw you are govt why you talk about government people elected you now you have answer what you done dont missguide pls,neutral,neutral
trs had not done anything wonder why trs achieved landslide victory the assembly elections and bjp lost deposits 103 seats moreover trs dorala party why bjp bhakhs pray for god that harish rao dora joins bjp,neutral,neutral
"keep your view with you please
narendra modi think thousands time more than your vision",positive,neutral
but way modi hav spoken shown rosy picture like will give everything years which cong didnt year promised different world what did draconian demo ill planned gst less jobs promised not paid msp promised dalit atrocities rafale,negative,neutral
’ troll army including exarmy officer and man followed harass journalist with false ,negative,negative
modi hater spotted hahaha keep boiling blood for next more years cuz modiji will remain centre take people like hahah btw love stupid logic better than kapil sharma show,positive,negative
modi leave stone turn without theatricssch being the case leave this opportunity that jst bfre elections anchors gng berserk wth speculations ppl waiting with bated breath bfre tvs wud all this have hppnd scientists did the announcement,neutral,neutral
thank you modi who give one example people india what congress did years,neutral,positive
sister you giving perception that modi less corrupt than rahul wow just wow biased upto the pluto heights ,negative,negative
what going future but where case modi government not following any the above means not did anything past years and not going anything future,negative,negative
and again modi came with amazing news for india nation become 4th the world with this type amazing technologyreally proud moment for indian scientists actually this the fruit hardwork those people who are working for nations safety ,positive,positive
yeah that’ great but modi let pakistan shot down our plane and humiliate our country ,positive,negative
not give justice vote modi,neutral,negative
abey chaparjangu modi has done nothing than why the hell scared,neutral,negative
"modi did demonitization for our benefits and for some special reason you are not that stage mind understand these big matters
you first take care yourself you are out bail
्ू ा",positive,negative
lets see last push modi rallies bjprss ground work can help rss has good presence some the tribal areas ,positive,positive
modi speech today clearly demonstrated the parliamentary elections are neither going free fair watch out for more such jumlas clear attempt steal the elections hook crook god save this country ,positive,negative
"
first chewed congress from delhi second chewed bjp from delhi third chewed najib jung from delhi now will chew modi from india bcz has zubaan kesari ",positive,neutral
yes only modi bcs strong hand,positive,positive
sharmasar why are you obsessed with modi will share the statistics for you exchange rate 2004 2014 now wholesale inflation now reserves billionus trillion now interest rate 0414 now 625,negative,neutral
always with you narendra modi good luck for everything,positive,positive
for ,neutral,neutral
"modi who question could arise 2024 but not this time says via namo app
",neutral,neutral
the demonetisation year was the best year growth under modi lets have another round demonetisation this time lets demonetise 100 rupee notes india ,positive,positive
did modi insult announcing rs6000 per year ,neutral,negative
chor chaukidar isliye youth berojgar total crore job loss during modi raj jisme crore rural job crore urban job government job total lakhs vacancy duebahali lagbhag nil youth future kharab,neutral,negative
durai murugan dmk raids tamil nadu its wrong calculation that ordering raids would raise modi jai slogan democratic country this will not bring modi any success politics will rather bring only blame criticism conspiracy,negative,negative
bro dont allow yourself trapped into the pun that satellite was not ours that was not launched modi jee and that was launched before 2014,negative,neutral
modi where parents and kids being exploited maharashtra education deptt are silent this issue happening across maharashtra since past yrs,negative,negative
what modi and his bhakts know about science bhakts know only about cow dung urine only modi not even bold enough attend press conference answer general questions regarding nation,positive,negative
sir whatever takes come back power last years see ray hope fir bar modi sarkaar via namo app,neutral,neutral
during 90s venezuela was famous for women winning miss world universe now for its worst economic condition vote for narendra modi you dont want india another venezuela,positive,neutral
everything worst under modi but still are not voting for your masters ,negative,negative
there was woman named santoshi jharkhand she died hunger calling bhatbhat there are millions like her tell them that vote for modi because supposed nationalist rahul who will give 6000 even bhakt cant think that she chose 1st,neutral,negative
you overrate modi alternative that doesnt notebandi better than modi haphazard policy more destructive than policy paralysis hes also shown evidence impropriety with adani airports and ambani rafale lets not overboard with praise for modi,negative,negative
"its modis address the nation
watch live via namo app",positive,neutral
main bhi chowkidar very honest campaign prime minister modi rahul gandhi should follow the same path honesty and come with campaign too main bhi brashtachar ,positive,positive
prime minister narendra modi today have enough satellites that are contributing various segments such agriculture disaster management communication weather navigation etc source ,neutral,neutral
nothing modi,neutral,neutral
you such disgrace our country just can’ talk about ones mistake but want always use your hate against modi evident shame you,negative,negative
the modi wave made you support the nda and you said jagan bent before nda what the need for him attend the court and ycp was the one who initiated noconfidence motion,neutral,neutral
the 2016 demonitisation process was perhaps the single biggest assault against the people india after independence who held accountable for the resultant loss lives and livelihoods ,negative,negative
typical modi style confusing the opposition allah left right yeh beech mein shot lega ,negative,negative
drdo said upa didnt give permission otherwise would have got asat that time only this true then why took yrs modi govt getting asatbig⁉️ why would upa govtnot permit for asat fake blame upa govt ,negative,neutral
chowkidar narendra modi has held the same number press conferences the past five years buildings chowkidar,negative,neutral
secure your children future vote modi,positive,positive
all oppn parties unable digest recent success asathappened modis time india now side super power proud indiamadam didiji,positive,positive
another gift muslims from moulana modi ,neutral,neutral
you big mouth good for nothing just like modi,positive,negative
what about modis karma who exposing liberals like you who are killing india from inside like termite ,neutral,negative
supreme court notice cbi disproportionate assets case against mulayam akhilesh this petition had filled congress member 2007 and these goons going blame modi anyway our country politics fall down such dirty way,negative,neutral
"time for check real fact about judiciary system want ों ी ा ेी ो
ाि ो ी chalia ी तरफ गलत ैा ेे े पहले ौ ा ोे
bjp and narendar modi government must think this ",positive,neutral
how targeted his election rally koraput watch video ,neutral,neutral
shared received neither congress supporter nor modi bhakt ordinary indian citizen and love country during the past years india has grown tremendously and all exprime ministers ,positive,neutral
many congratulations india for achieving this feet such proud moment for every citizens india going another level under narendra modis govt ,positive,positive
did anyone asked him whose phone called allowed many loans the frauds why even having economist and him governor indian economy was the icu same boot licking media runs the anti modi squad prove modi government the worst,negative,negative
"surely folks our prime minister must doing something right
read below ",positive,neutral
congress president congratulated and further wished ‘happy world theater day’ criticising ,positive,positive
"what are you doing narender modi
removing poors
what are you doing narender modi
making millionaire friends
what are you doing narender modi
helping cheaters leave india settle abroad
what are you doing narender modi
fooling around touring the world",neutral,neutral
"when media sources failed infront modis secrecy certain decisions ▪️mission shakti
▪️surgical strikes
▪️demonetisation
▪️pakistan visit
▪️ selection
▪️completing full term
▪️president india candidate selection",positive,negative
according was modi who made ambani rich ,positive,neutral
much attention seeking act even wanted the credit upas work could have done twitter only why much drama and footage taking upa achievements jitoge election modi kuch toh sharam karo  ,positive,negative
wont happen eci bureaucracy divided modis hands wouldnt shaking were confident could rig the evms ,positive,negative
sir you will find insane lovers modi almost next god for large section biharii wanted request you interact with bihar without any political agenda but then its bihar politics part our language eager read your experiences,negative,negative
modi’ india laughingstock  ,neutral,negative
about burst ,neutral,neutral
nyay well thought out and discussed plan with renounced economists like picketty and banerjee and not modis vote capturing 500 rupees per month farmers scheme ,neutral,neutral
after that also people like are saying against modiji that the sole responsible for the wrong work done nirav modi vijay malya,negative,negative
this amazing take those bullies down although modi did give lot credit scientists and praised them immensely but that’ just opinion‍♀️,positive,positive
wow youre modis daddy that you reply ill gain indias attention dolt youre blot democracy that you claim bulwark ,negative,negative
"wtf this guy for real
kal bolenge thanks modi swiggy gives rupees cashback paid thorough axis bank card",negative,neutral
all the best just few uneducated guys like barks doesnt distract public opinion about strong leader like you india waited for capable leader like since independence support modi vote modi jai ,positive,positive
ो ्ी ्ि ाा ा ै आपको you know remember shri nambi narayan yeah the same scientist who was given some his honour back this modi govt when your masters ruined his life,neutral,neutral
its now less than fortnight for the first phase ,positive,neutral
understand your desire for modi the for ever however that defies the logic and the laws force bjp has explained this weeks thuglak has cited age the reason for denying ticket for shri advani wont the same rule apply modi ,neutral,neutral
thanks ptnehru dat introduced toilets indiaelse how narendra modi wud taken credit building 10cream toilets for poor ,negative,neutral
doesnt matter vote should for modi,neutral,neutral
lok sabha elections 2019 modi kickstart lok sabha poll campaign from meerut today via ,neutral,neutral
was waiting cab today morning busy street differentlyabledold man walked upto asked “are you indian” was shocked replied “yes” course requested “vote modi” modiji have touched his heart bigway really made difference,negative,neutral
thought mission shakti project empower shg women nonetheless india now par with russia and china with the capability hit low earth orbit satellite ,neutral,neutral
srikakulam was left because politicans like him put live for their political benefits rather than people unless and until people like him got questioned which modi doesnt allow sklm cant progress,positive,negative
imran khan after elections modi will resume charge and after that will start behaving,neutral,neutral
all the best dear sure you will one the minister modi govt after 23rd may ,positive,positive
was having high expectation that modi will announce capture dawood ibrahim elimination dawwod but announced asat khaoda pahad nikla asat chuva ,positive,neutral
modi trolling pakistan like boss,neutral,neutral
comparison between modi and rahul modi likes are getting down whereas twitter likes are getting increase modi bhagao job laao ,negative,neutral
"did promote via poetry poem recited the actor kbc 2018 viral
",neutral,neutral
you are choosing prime minister for your own benefits then modi not right for you because modi put nation and sarvo bhavnti sukhna above anyone else and for your kind info even modi brother self employed,positive,negative
and here the data how modi yogi rule ,neutral,neutral
praud you narendar modi ,neutral,neutral
how twitter reacted towards modi modi would addressing the nation tweeple atm already ,neutral,neutral
lol oppositions are pathetic instead explaining public about their development work they hell bent defeat modi public are not fool sidda ೋಿ್ೊ್ೆ,negative,negative
"
only chaiwala can understand the pain chaiwalas ",neutral,neutral
shut newstrader the usp that human with flaws and the best thing about modi’ voters that they weight the flaws qualities before supporting him man behind must stand upto himself respond decades muck filth thrown him,positive,neutral
what are you doing with aap your party president not have any vision except for removing modi what the alternate that you have give just one name,neutral,negative
chowkidari about guarding the property and when modi says choukidar means guard the property and dignity the country least prime minister saying not our king but servant this the change seen new india,negative,neutral
similar things happened when modi announced the scheme help the farmers all are same,neutral,neutral
replace kohli with modi and the same statement holds ,neutral,neutral
power narendra modi simple tweet changed the entire narrative and all cane stage still waiting ,neutral,neutral
"psychopathology and saturation with images biopics holograms billboards everywhere 2014
",neutral,neutral
are always with you modiji ❤️,neutral,positive
"opinion dont waste your precious time these flawed nonsenses
friends dedicate your next few days transform your country devise strategy reach out convince undecided voters every vote counts
your leader modi needs you ",negative,negative
should vote modi for new iits against previous ,negative,neutral
tried many times find word shame modi edited dictionary every time same result this word doesnt exist ,positive,negative
think black economy run delhi keen what modi has offer long term have doubts lets not forget delhi bjp had let down honest able kiran bedi let her image take beating see what wonders she doing puducherry ,positive,neutral
proud our scientists and our hourable modi ,positive,positive
morning pics showing modi pics desperate ,negative,negative
and you mean say that since modi made fool 15lakh this has also need come with similar jumlawah wah,negative,negative
they kept asking modi where the lacs which never ever mentioned but one will ask raga about 72000 per month scheme ,neutral,neutral
welcome assam  modi ,positive,positive
hello you cant compare chinese rahul baba with modi thats insult any wise man,positive,negative
certain technologies can simulated super computers not physically tested this strategic choice nations make based geopolitical considerations asat technology india possessed 2012 but decided not test public announce the world modi announced ,positive,neutral
modi for ,neutral,neutral
"after close hrs enquiry you have decided give with this let’ over this
bhakt modi urban naxalite ",neutral,neutral
modi jammu speaking extempore mentioning vikram chawk gandhinagar flyover laning akhnoor sundarbani poonch highway names all these places were taken local jammuite was his 3rd speech day prompting script hats off ,neutral,neutral
low popularity modi cms yogi adityanath palaniswami devendra fadnavis can cost nda seats states cvoter survey ,neutral,negative
just add weightage your claims world bank has praised mnrega current unemployment distress mostly due demonetization and stopping mnrega rural levels also one can thru campaign understand more,positive,neutral
trust sirhate for modi strong that turns even mba caa engineers exgovernor economists into 1st standard kids far their intelligence concerned what pity their rational thinking ruined otherwise how any wise man can support ,positive,neutral
all these hashtags are hide the incompetency failure modi govt they have issues talk thus this nonsense ,negative,negative
recent report was found out that congratulated prime minister for completing total 100 scams congress tweeted badhai modi has finally achieved something read more ,positive,neutral
cant take care for the passengers travelling delhi saharanpur route plz terminate this route sorry say this ,negative,negative
663insidercharacter mistry  great political dictator modi worked under keshubhai patel advani the only reason modi got selected gujrat 2001wo mla replacing keshubhai treated advani political guru carried mikes his rathayatra ,positive,neutral
sir how can believe leadership rahul compare modi please think for nation ,neutral,neutral
voter india needs strong pmstrong economystrong and powerful who think for countryfor armyfor farmer for poor people like modi,positive,positive
congratulations modi sir and his govt take right decent action shalute your govt and our jawan kishan and vigyaan,positive,positive
take look chowkidar narendra modi ,neutral,neutral
why asking modi that its prerogative ,neutral,neutral
tweet modi postpone the practicals,neutral,neutral
given the history have little hope will decide the future the majority modi not voted then are doomed hindus will reduced dust just like their temples,negative,negative
opposition was more concerned about abhinandans return than iafs valour narendra modi ⚡crown⚡ ,positive,neutral
the way ludhiana again for modi ,neutral,neutral
someone pls tell elections are not scheduled space  ,neutral,neutral
really sorry your grand fathers drdo properly used 21st century modi governce dont play politicised all the aspects are you congratulating modi government neharu,neutral,negative
don’ think modi understands the cost conflict probably thinks ’ playing around with the likes bhutan nepal whilst dealing with pakistan that’ where they invite trouble,negative,neutral
"
why much garbage near all stations appriciate the efforts cleaning during modi goverment have any plan remove this atleast near the stations its impact the image india while tourist from outside see this ",positive,negative
congratulations toand modi for the decision,neutral,positive
indian has his lips sealed while the pakistani endeavoured towards justice for the girls and the public supported thats where you close the nut shell,neutral,neutral
they will project drdo cheif modi agent dhume questioned medias intentions,neutral,neutral
you already named them your question descending order narendra modi last,neutral,neutral
"history will remember modi one person who changed the whole narrative india
and coupta will remembered good journalist who went astray
god knows for what stood line with burqadhutt rajdeepvirsanghvi and others for whom nation doesnt come first",positive,positive
"
the hate was directed because brought the gravy train grinding halt now the desperate panicky attempts gather together mahathugbandan only reveals single point agenda dislodge modi return the good old days all loot",negative,negative
"the opposition cant take this idiot modi onwe can the people
 ",negative,negative
why modi sarkar running away not answering the questions raised the claims 250 300 350 killings during balakot attack why dont answer clear the doubts why hiding behind pseudonationalism credibility crises ,negative,negative
myindmakers ,neutral,neutral
deserve speaks too much due hate has for modi even though majority indians are with modi will elected again may 2019,negative,negative
"the signs fascist regime are always explicit evident and out the open though subtle thats how they take people into confidence
ache din aaye aaye modi rehte fascism zaroor ayega ",negative,negative
pmgdisha government initiative with objective impart digital literacy among the people residing rural areas important initiative under modis vision digital india that intends making one person every family digitally literate ,positive,positive
respected sir sar and madam kindly vaddi successfully sar and sar rekuvest sar the sar ayam vaddi successfully completed sar narendra modi sar ayam good gaunament sar bjp all lidaras good sar jai barth,positive,positive
right sir the great work done drdo and not modi,positive,positive
you see modi supporter cant fall the level rahul supporter bbye,neutral,negative
this chump declared modi failed foreignpolicy longer friendly with india now hear fresh push from declare jem terrorist organization now what say chump ,positive,negative
whatever the reasons demands fasting unto death modi regime means committing suicide,neutral,negative
update senior cabinet ministers present 7lkm ahead modis address the nation watch republic here ,neutral,neutral
bravery indian army wings always remains disguise life was precious and issue stands aside lot praise followd through except from opposition for the fear mind that abhinandan praised would endorsement air strike and modi calculations,positive,positive
after yrs per their words rule india nam secular country tha jisme sab vjh khatre thafir mahan narender modi unki puri team milkr sthapna thi ,neutral,neutral
modi trying position himself above party not swamy,neutral,neutral
bsf jawan who was sacked for video poor food will contest against narendra modi varanasi via now they will call him chor much for bhakts nationalism,negative,negative
"absouletly right again need modi sir lose modi 2019 will destroy and our motherland india also request all plz
once again vote modi for influence our country and our future also",positive,negative
"true but isro drdo true use aaj modi nahin karte toe
our ntn wud not have joined elite club asat missile club
look 2our cloutdiplomatic victory under that not even china said negatively
everything mumkin except tukde tukde gang shop closed",positive,neutral
enjoy your own self belief the last claim congress party may 2019 will boz our party today modi will become again from 2019 2024,positive,neutral
modi bhakts want most the people below the poverty line that they work for these selfcentric bjp bhakts extremely regressive mindset attitude values and beliefs ,positive,negative
for modi biopic himself was more important than the lives soldiers ,positive,neutral
reason vote for modi  pakistan doesnt want modi win ,positive,neutral
modi wont ,neutral,neutral
two weeks before india starts voting modi predicts easy victory prime minister narendra… ,positive,positive
wow what great achievements and look where the country jobs economy down lowest growth india’ debt doubled farmers committing sucked exodus demonitization wiped out indian sme banks are empty with cash tax payers money for modi marketing ,positive,positive
only navika resembles lot like that hardcore modi fangirl not mention that they both always sound the same modimodimodiblahblahblah,positive,negative
why are you backing congress back door modi deserves the credit upa upa2 couldnt make this happen and you believe pappu,neutral,negative
nirav modi denied bail for the second time london the prosecution accused him threatening kill witness and destroying evidence where are pundits influencers journos who dismissed his arrest bunkum predicted that would released bail the same day,negative,negative
support modi against loot and frauds gandhi family rahul whole family bail fraud cases,positive,neutral
and fact that modi stole the thunder with todays broadcast,neutral,neutral
modi nexat honge,neutral,neutral
highest ever cow related violence and mob lynching’ record after modi became india spend data link w9cyoksvgk9jogssaxgp… ,negative,negative
what abt hindu girls 1415yrs old kidnapped for playing holi raped converted and married older guys been nonsense and ruthless just hate modi what kind level you wanna reach sorry not hindu you are devil ,negative,negative
yes power always keeps enemy bay this theory sure wont weponise this like our counterparts the test not modi conducted will not spread harmful debis space like our counterparts spreaded,positive,neutral
modis new india,positive,neutral
modi shooting arrow ,neutral,neutral
maine atleast100 pepl election baat max log yahi bola modi obvesly better than rahula fool but fear that modi comes back god nows which other bombs going blow now makes terrible lawsdecisions which cause main harm comon people midle class,negative,negative
modi has build his reputation doctorate fakeology questioning being anti modi doesnt make you anti national has failed all fronts bombing terrorists pakistan with what result lost jawans due failed intelligence period,negative,neutral
who cares modi was very much the insider with the people ,positive,neutral
nobody and his parrotry entire country conspiring see modi remain their leader what guha must threaten parade naked modi returns chowkidar ,negative,negative
because unlike modi never heard shouting ैंैंैंैं। though agree some goats use make sounds like him but are petty sure they are not doing claim any credit ,positive,neutral
modi got india indians back their self respect much admired politician other heads states too their media notwithstanding ,positive,positive
cant understand one simple thingu still finds poverty india after and party ruled 70pc timemodi has just came for yrswat criteria find most poor families most poorpular families congressbut fact namo again,positive,negative
one wants say that they are chowkidar cause everyone knows and the result this match can seen 23rd may common india lets teach this chowkidar modi and his bunch fitting lesson for their misrule the last years enough enough ,positive,neutral
you want good political discussions travel local morning youll get know everything modi has done the last five years and everything hasnt done shitty news channels can hell ,positive,neutral
“but this election test common indian’ patriotism you are with modi you are with india you aren’ with modi you are antiindia” who this the cheap publicity seeker idiot that’ your idea india keep you don’ sermon ,negative,neutral
india prime ministerpm narendra modi trailer review the quint ,neutral,neutral
your generals are wise enough remain silent disrespectful selfish approachs towards soldiers regard the fab standoff tall claims shooting down f16 300 casuaties general know the truth the embarresing substance misleading claims,positive,negative
except for the fact that was rbi gov once mind you pretty bad one compulsive modi hater what are his credentials that see him flushing out his empty head shit once two months front barkha nidhi ,negative,negative
2014 modi was rocking won 282 seats lok sabhanow ups seats looks shakyand does modi modi sinking ship will gadkari rajnath stage internal coup will rss remove him ,neutral,neutral
modi compare your tweet and hard work,negative,neutral
modi has built more iitsiimsnits aiims etc than nehru still built not only statue unity but also more power stationshighwaysdefence needs tourist places providing employment you well pakodawalasand did not levy income tax like indira ,positive,positive
"vote only for modi
",neutral,neutral
isro and drdo started modiji after 2014 jai modi,neutral,neutral
nic all indian people with modi tiragt mission susfull,neutral,positive
big bang was invented nehru that modi can later take credit for bringing gst,neutral,neutral
"real democracy fake democracy people india being fooled these congi stooges order grab power they know back power these fake gandhis will have run from india like
nirav modi
mallya
choksi ",negative,negative
had the same view until saw arnab goswami interviewing narendra modi,neutral,neutral
why modi chose announce look international coverage 2703 231 ram desai 2703 231 ram desai ,neutral,neutral
why modi dirty tricks dept sharp shooter rajiv kumar poking his nose via ,negative,negative
yaha modi lakh lane wale the woh toh successful nahi hue inko chance ,positive,neutral
you support them the name party religion development secularism the modi rahul debate you are better than any them,positive,neutral
because most them are underdogs congress pakistan for their modi hatao agenda they are there regular payroll,positive,neutral
actually modi wanted announce 2000 note ban noon but the moment mysterious flying object spiralled towards the sky with 1000s gunny bags the drdo shot has been reported instead,neutral,neutral
affordable health education housing and employment modi took care all the needs the marginalized section india providing them with dignified life india has seen unprecedented improvement the standard living under modi govt,positive,positive
last decision modi giving freedom agencies and forces showing the effect ,neutral,neutral
’ against modi and with country ,neutral,neutral
"inc rule there was ease doing business inflation inc rule was 100 times good compare now bjp rule fake inflation there were jobs opportunities
bjp modi rule record high degree holders applying for menial jobs canteen boys waiter cleaning washing jobs",positive,neutral
"what about jumla bringing back black money within 100 days
where are lakh per person announced modi
where crore jobs
does varanasi became kyoto
what about unemployment rate which maximum over years
what about increasing income farmers fold cost",negative,negative
ெ்ீ்்ூ்் great response ,positive,positive
know modi since 1972 not staunch hindu most liberal minded you media ppl labeled him hardcore hindu leader,positive,neutral
very poor his hours standing the line rationale for nonota sree whose fearless and truthful writings over the last years actually helped see modi for what really and have prepared with the courage with nota cant really ,positive,negative
dont get defensive just because people are questioning modi its not about the people supporting modi its about what are the changes that has come changes that brought harm rather than peace after has come power vivekananda neither anyone this era ,positive,neutral
